1,-1,10,1,14,1.44444444444444,1,6,0,1,2
2,1,22,13,28,1.88888888888889,3,3,1,0,0
3,0,8,1,7,1.55555555555555,1,1,0,0,0
4,-1,11,1,17,1.77777777777778,6,6,4,4,2
5,1,16,4,16,2.44444444444444,1,1,0,0,0
6,1,12,5,12,1.44444444444444,2,3,2,2,0
8,-1,6,1,6,1.55555555555555,3,3,0,0,0
10,-1,21,8,17,2.88888888888889,8,8,0,2,0
11,-1,15,6,31,1.55555555555556,2,3,1,1,1
12,0,12,2,10,1.88888888888889,0,0,0,0,0
15,1,18,8,18,1.77777777777778,2,10,0,5,7
16,-1,10,3,20,1.77777777777778,5,13,1,4,1
17,-1,18,16,20,1.88888888888889,4,0,1,0,0
18,-1,28,7,17,2.22222222222222,3,6,2,1,3
19,-1,8,2,8,1.55555555555555,5,10,1,2,0
20,-1,16,6,16,1.77777777777778,4,4,0,1,1
22,-1,10,3,10,1.88888888888889,2,2,1,1,0
23,1,9,6,14,2,2,5,3,4,3
24,1,8,1,15,2.44444444444444,1,2,0,2,0
26,-1,9,0,22,1.44444444444445,2,2,1,0,1
27,1,44,11,25,2.55555555555556,4,12,2,2,0
28,-1,18,2,9,1.77777777777778,3,4,0,2,1
29,-1,14,9,17,1.55555555555555,4,8,4,4,1
30,1,19,7,19,2.22222222222222,3,5,3,3,1
31,0,31,15,28,2.11111111111111,2,7,0,1,3
32,1,14,4,15,1.66666666666666,4,5,2,2,4
33,-1,9,4,15,2,3,3,0,1,1
34,1,10,6,19,2.44444444444445,1,3,2,1,0
35,1,8,3,12,1.88888888888889,4,10,1,1,2
36,-1,11,2,11,2.55555555555556,1,11,0,0,0
37,-1,4,0,8,1.33333333333333,5,6,3,4,1
38,-1,22,6,28,2.22222222222222,3,1,1,0,0
39,-1,11,1,4,1.77777777777778,3,8,1,2,1
40,1,18,4,24,2.44444444444445,3,11,2,5,0
41,1,11,1,11,1.55555555555556,5,4,4,4,1
42,-1,9,3,15,2.11111111111111,2,4,1,1,0
44,-1,17,4,19,2.22222222222222,3,4,2,3,1
45,1,26,11,22,2.77777777777778,3,5,2,2,2
46,1,12,1,13,2.11111111111111,7,14,4,6,2
49,1,12,3,21,1.66666666666667,2,5,2,2,2
50,-1,7,3,6,1.22222222222222,5,6,2,2,0
51,0,11,1,13,1.55555555555556,0,0,0,0,0
52,1,20,3,12,2.55555555555555,7,9,3,5,4
53,1,1,0,6,1.11111111111111,1,6,1,1,1
54,1,20,7,24,1.66666666666667,3,0,2,2,2
55,-1,2,0,3,1.44444444444444,3,4,0,2,0
56,-1,33,12,25,1.66666666666667,4,5,5,5,3
59,1,23,5,19,1.66666666666667,10,5,6,5,2
60,-1,3,1,4,1.22222222222222,2,7,0,0,1
61,-1,16,4,7,1.66666666666666,1,3,0,1,1
62,0,15,7,17,2.33333333333333,1,3,0,1,0
63,1,30,12,31,1.55555555555556,5,3,1,3,1
64,-1,15,4,13,2.33333333333333,2,12,3,7,0
65,-1,18,5,17,2.33333333333333,6,13,2,2,2
66,-1,10,0,8,1.33333333333333,2,6,1,0,0
68,-1,14,4,16,1.88888888888889,2,7,3,5,1
69,-1,20,5,21,2.77777777777778,0,0,0,0,0
70,-1,16,2,8,2.22222222222222,2,4,1,0,0
71,1,11,1,15,2.44444444444444,2,7,0,2,1
72,1,16,6,12,2.55555555555556,3,3,3,2,1
73,0,16,1,17,1.44444444444444,3,7,0,0,0
74,-1,12,3,11,1.88888888888889,4,5,0,4,2
75,-1,13,0,18,2.22222222222222,7,7,3,3,2
77,1,5,2,18,1.66666666666667,6,7,5,3,1
78,-1,0,0,2,1.22222222222222,3,7,1,4,2
81,-1,7,2,10,1.55555555555555,5,8,4,4,4
82,-1,23,9,24,2.44444444444444,6,6,0,3,4
83,-1,12,7,16,1.88888888888889,2,6,1,3,0
87,-1,16,3,21,1.55555555555556,5,0,2,3,1
88,-1,7,0,19,1.55555555555555,6,6,1,2,3
90,-1,2,0,14,1.44444444444444,5,5,1,1,4
91,-1,16,7,17,2.22222222222222,3,3,1,2,2
94,1,25,7,21,1.66666666666666,11,13,3,3,7
95,-1,3,1,10,1.22222222222222,3,4,0,2,0
96,-1,12,8,27,1.33333333333333,11,17,11,6,8
97,-1,12,0,16,2.55555555555555,6,3,2,0,1
100,1,14,5,18,1.44444444444444,10,15,4,2,5
102,-1,26,8,23,2.33333333333333,1,4,1,1,0
103,1,23,13,24,2.55555555555556,5,6,1,2,1
104,-1,28,4,17,3.33333333333333,0,2,0,1,0
105,-1,14,4,20,2.77777777777778,0,11,0,0,7
106,-1,9,2,6,2,2,4,0,0,1
107,-1,6,0,9,1.88888888888889,4,0,1,2,0
108,1,24,6,22,2.55555555555555,2,5,2,2,0
110,-1,11,3,15,1.66666666666667,7,1,0,0,0
111,1,8,3,16,2.55555555555556,3,8,1,2,6
114,-1,28,3,16,2.44444444444444,3,3,0,1,0
115,-1,34,13,20,2.88888888888889,0,0,0,0,0
117,-1,18,5,9,1.66666666666667,9,8,2,6,1
118,0,10,3,16,1.55555555555556,2,2,0,1,0
